Group,AtomicMass,AtomicMass_std,AtomicRadius,AtomicRadius_std,Electronegativity,Electronegativity_std,IonizationEnergy,IonizationEnergy_std,ElectronAffinity,ElectronAffinity_std,Polarizability,Polarizability_std,Total Sites,Total Sites_std,Li Sites,Li Sites_std,Counter Ion Sites,Counter Ion Sites_std
11,96.721680057508,64.58611303384306,189.33546325878595,19.802694743281826,1.9347284345047921,0.43421976119910854,7.851610223642173,1.8013992357503115,0.7967412140575081,0.5784152200535079,57.67918530351437,40.194185361494846,15.79552715654952,21.14971916965305,11.13738019169329,17.27892341544049,4.875399361022364,4.112262998813411
13,49.09255268965517,49.732369530668876,176.54990925589837,14.047217614852464,1.512323049001815,0.3417293626069881,7.59414337568058,0.6324339759623095,0.342076225045372,0.6291131576181432,65.43771324863884,17.674878768708144,8.62431941923775,15.341164713385993,5.112522686025408,12.767360629459205,3.511796733212341,2.787528498422333
14,30.06415068131868,25.54245260120782,173.66272189349112,8.943913698522561,1.339763313609468,0.14105396636722903,7.61320202874049,0.5221622611803401,0.02789687235841082,0.11672194756923301,71.52765215553677,17.59642823714054,5.541842772612004,1.5174335976060207,2.2882502113271346,1.0457822297344193,3.224852071005917,1.2497679477034815
16,35.29643849953227,36.39036108744366,175.94574368568755,11.484024611881607,1.3461365762394761,0.17300100684869932,7.44633769878391,0.6196097698865795,0.048785781103835364,0.15855388722273145,73.43607343311507,19.982513797168004,5.871842843779233,2.914422754210525,4.003741814780168,2.461308274103285,1.8362956033676332,0.9161226154938126
30,152.91945333333334,9.304295107617063,227.0,9.2951600308978,0.37666666666666665,0.5835294908285841,5.730666666666667,0.20655911179772862,0.0,0.0,185.33333333333334,23.754297856738823,4.0,0.0,1.0,0.0,3.0,0.0
5,48.66783620689655,69.31199431831385,190.66666666666666,13.7127143791983,2.2005172413793095,0.33625834281311334,9.228873563218391,1.8580928771163996,0.5389942528735633,0.7164115094230624,25.454597701149428,22.064976474753834,8.505747126436782,3.831338869254589,1.6206896551724137,1.2044366856414492,6.885057471264368,4.110961766311721
12,45.07864527272727,49.51093665834069,177.67424242424244,14.642557622777383,1.4421212121212121,0.26631216619886483,7.737204545454546,0.6452120035591631,0.16895454545454547,0.43960156417583324,65.94214646464647,14.201981937817285,14.815656565656566,25.876031547955222,8.33838383838384,21.823719484790658,6.4772727272727275,4.80828284898748
17,27.133491980506825,27.039179463008523,178.2027290448343,13.091245000486646,1.2610136452241716,0.1726260460259954,7.13937231968811,0.890868986192933,0.12416179337231971,0.2553643826229525,91.26191520467839,38.24455254304732,10.187134502923977,21.945156920849318,7.358674463937622,15.409387605110197,5.148148148148148,15.905528025163395
10,54.42416605033558,61.50479557967101,182.56711409395973,16.706735442686618,1.900604026845638,0.581293956812002,8.139704697986575,2.1096873306349986,0.65098322147651,0.6875395523758397,46.85774197986577,22.4889342764109,11.261744966442953,7.815116124695971,4.1610738255033555,5.905618068326332,7.100671140939597,5.435566829084197
2,44.61609965283019,51.466076607507624,193.98490566037736,14.885667758996195,1.6113207547169812,0.5101375250400363,7.053411320754717,1.5023859864043227,0.7877811320754717,0.3674304165502486,88.39349056603773,61.28292867823411,7.562264150943396,5.879220805382706,1.9962264150943396,1.4525268296889646,4.796226415094339,5.654508869442392
9,63.56942813984734,58.62708030342183,173.59541984732823,19.790774826010637,2.251793893129771,0.8554635248885083,9.622465648854961,2.966493270917991,0.9741106870229007,0.8151127505631124,42.710076335877865,26.921359620672437,65.51908396946565,64.41803739988268,14.541984732824428,25.157666668717983,50.97709923664122,63.80285315914024
1,30.371858071964017,33.4063509640329,174.2518740629685,25.208014037361938,2.794857571214393,0.6909216778831524,11.174685157421289,2.6651016713707785,1.2699310344827588,0.4430558042584091,18.9191904047976,18.57066668715562,15.91904047976012,30.67037845207085,6.983508245877061,18.30828832270693,8.935532233883059,16.123315513014617
15,27.08060794846797,20.416498307960165,173.78597957288764,5.604570516544336,1.322298050139276,0.10558602670214787,7.602127205199628,0.3529918922040696,0.017745589600742805,0.10814024409743174,71.888919452182,11.715823655042824,5.740018570102135,2.631264594648193,2.957288765088208,2.02080109089179,2.7511606313834727,1.2400317067439939
3,36.63513814344445,31.089452343613896,175.09444444444443,12.656682523626353,1.6890833333333335,0.6496920150999851,8.364883333333333,2.1525649150189343,0.3466444444444445,0.6711622158798574,57.09827777777778,21.975113052793844,8.23611111111111,21.75457756430925,2.988888888888889,6.376741240285563,5.247222222222222,15.454218237854596
21,165.6109090909091,24.672673326798403,236.9090909090909,16.884635296354766,0.12090909090909091,0.40101008828842566,6.288545454545454,0.11457431093955044,0.03872727272727273,0.12844383279012733,136.54545454545453,8.140806303599616,5.818181818181818,2.088931871468374,3.4545454545454546,2.504541329810166,2.3636363636363638,0.6741998624632421
6,111.75027218390802,82.40746351211952,179.17241379310346,25.299235624335022,2.469540229885058,0.7432970360682557,10.022850574712646,2.7629921198144314,1.2285402298850574,1.0550062802039213,38.64528735632185,39.49562383291787,7.712643678160919,4.597542432438227,2.3333333333333335,1.2636847806340787,5.379310344827586,4.023886179299992
8,56.326857337516344,51.27069507277669,166.58823529411765,18.088062875163015,2.501045751633987,0.7555933215889734,10.295183006535948,2.9011956551474043,1.0218104575163398,0.9030997333135323,26.631176470588244,19.47612853770836,39.95424836601307,41.85585223957418,25.11111111111111,28.989234743162005,14.843137254901961,13.10740933848346
23,119.01413647058823,29.383782152503134,226.7058823529412,8.129919325263572,0.9805882352941175,0.4691011429883124,5.868882352941177,0.34208695574972964,0.14447058823529413,0.15795019691625062,183.05882352941177,21.565222547643966,4.0,0.0,2.0588235294117645,1.0289915108550531,1.9411764705882353,1.0289915108550531
22,135.65259555555556,44.347866233605636,231.77777777777777,12.122064363978788,0.5422222222222222,0.6429964575675704,6.237555555555556,0.019500712237704963,0.13644444444444445,0.16180320694528208,149.22222222222223,12.122064363978788,4.0,0.0,2.111111111111111,1.0540925533894598,1.8888888888888888,1.0540925533894598
29,149.379428,3.15696972112605,232.7,2.869378562220979,0.351,0.565163693101388,5.626199999999999,0.0537934320650146,0.0,0.0,191.2,7.004760286167305,5.6,2.0655911179772892,1.4,0.5163977794943223,4.2,1.5491933384829668
4,103.62218793103449,54.91116987152522,186.5,23.74960756831832,1.8332758620689658,0.626464285903356,7.971672413793103,2.2410585953175572,0.592603448275862,1.0579635177548325,51.61948275862069,34.105294152102715,9.568965517241379,8.28677252680866,2.8275862068965516,1.6128641956130787,6.741379310344827,8.44707017582747
19,100.25322666666668,49.292207709623575,229.38095238095238,8.387348749612062,0.8800000000000002,0.4444772210136309,5.9322380952380955,0.2577665425849338,0.2013333333333333,0.22646839367411367,178.26666666666668,24.045151971516695,6.095238095238095,2.047065262876636,2.9523809523809526,1.6575943555704598,3.142857142857143,2.1745278633697542
24,163.67844444444447,10.781482503223778,238.0,4.6017899330842225,0.0,0.0,5.9944444444444445,0.2986050356579094,0.0,0.0,159.0,23.008949665421113,5.111111111111111,1.8435543958499079,1.7222222222222223,0.8264420947336312,3.388888888888889,1.8515141304249878
7,66.8487346325424,76.16381719542794,186.5,20.013136711311425,2.410084745762713,0.4466236025216558,10.100584745762713,2.4713358038012414,1.1933305084745758,0.8916070102745265,27.566610169491522,15.97648829231336,8.5,5.900528731922193,3.5847457627118646,2.6224744340094435,4.915254237288136,3.9990944940595985
20,150.70275,12.923239883055647,234.5,6.024948132556827,1.16,0.06572670690061988,5.758,0.1982755658168702,0.25,0.27386127875258304,189.0,28.48157299026864,6.0,2.1908902300206643,4.5,1.6431676725154984,1.5,0.5477225575051661
28,162.5,0.0,229.0,0.0,1.22,0.0,5.939,0.0,0.0,0.0,163.0,0.0,6.0,2.1908902300206643,1.5,0.5477225575051661,4.5,1.6431676725154984
18,49.11076090909091,57.74541765381266,204.06060606060606,24.137547765280804,0.9375757575757575,0.3981757644482388,5.74630303030303,0.44850066087245655,0.39954545454545454,0.33620344388750417,158.95492424242425,21.13346953447053,19.666666666666668,9.869988179661954,14.93939393939394,8.543782073602541,13.484848484848484,10.00662659229252
26,158.92535,0.0,221.0,0.0,0.0,0.0,5.864,0.0,0.0,0.0,170.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0
