Symbol,Structure,Total Sites,Zn Sites,Counter Ion Sites,Diff Energy,Diff per Total Sites,Diff per Zn Sites,Diff per Counter Ion Sites,Composition
Ba,Ba2 Zn1,3,1.0,1.0,0.0380619833799916,0.012687327793330533,0.0380619833799916,0.0380619833799916,Ba2 Zn1
Ba,Ba2 Zn26,28,26.0,26.0,0.23023551596597447,0.008222696998784803,0.00885521215253748,0.00885521215253748,Ba2 Zn26
Ba,Ba2 Zn4,6,4.0,4.0,0.06792004138429285,0.011320006897382141,0.016980010346073212,0.016980010346073212,Ba2 Zn4
Ba,Ba2 Zn10,12,10.0,10.0,0.11140367350855102,0.009283639459045917,0.011140367350855102,0.011140367350855102,Ba2 Zn10
Ca,Ca10 Zn6,16,6.0,6.0,0.17554718461606247,0.010971699038503905,0.02925786410267708,0.02925786410267708,Ca10 Zn6
Ca,Ca2 Zn22,24,22.0,22.0,0.27897428157150295,0.011623928398812622,0.012680649162341044,0.012680649162341044,Ca2 Zn22
Ca,Ca2 Zn4,6,4.0,4.0,0.050032683957422705,0.00833878065957045,0.012508170989355676,0.012508170989355676,Ca2 Zn4
Ca,Ca1 Zn5,6,5.0,5.0,0.054469991723726505,0.009078331953954417,0.0108939983447453,0.0108939983447453,Ca1 Zn5
Ca,Ca2 Zn2,4,2.0,2.0,0.04714483686065584,0.01178620921516396,0.02357241843032792,0.02357241843032792,Ca2 Zn2
Ce,Ce2 Zn17,19,17.0,17.0,0.18494510457941601,0.009733952872600843,0.010879123798789178,0.010879123798789178,Ce2 Zn17
Ce,Ce3 Zn11,14,11.0,11.0,0.1123684709749299,0.008026319355352135,0.010215315543175445,0.010215315543175445,Ce3 Zn11
Ce,Ce6 Zn44,50,44.0,44.0,0.5055865479434791,0.010111730958869582,0.011490603362351798,0.011490603362351798,Ce6 Zn44
Ce,Ce2 Zn22,24,22.0,22.0,0.238557962218576,0.009939915092440667,0.010843543737208,0.010843543737208,Ce2 Zn22
Ce,Ce2 Zn4,6,4.0,4.0,0.03849502907381931,0.006415838178969885,0.009623757268454828,0.009623757268454828,Ce2 Zn4
Ce,Ce4 Zn12,16,12.0,12.0,0.08269952735004449,0.0051687204593777805,0.006891627279170374,0.006891627279170374,Ce4 Zn12
Dy,Dy2 Zn17,19,17.0,17.0,0.2607445430001675,0.013723397000008814,0.015337914294127498,0.015337914294127498,Dy2 Zn17
Dy,Dy3 Zn11,14,11.0,11.0,0.187986242759757,0.013427588768554072,0.01708965843270518,0.01708965843270518,Dy3 Zn11
Dy,Dy1 Zn12,13,12.0,12.0,0.16779607287648401,0.012907390221268002,0.013983006073040335,0.013983006073040335,Dy1 Zn12
Dy,Dy2 Zn4,6,4.0,4.0,0.08238350684468446,0.013730584474114077,0.020595876711171114,0.020595876711171114,Dy2 Zn4
Dy,Dy4 Zn12,16,12.0,12.0,0.2410700932139775,0.015066880825873593,0.020089174434498123,0.020089174434498123,Dy4 Zn12
Dy,Dy1 Zn5,6,5.0,5.0,0.0654977274913692,0.0109162879152282,0.01309954549827384,0.01309954549827384,Dy1 Zn5
Dy,Dy1 Zn1,2,1.0,1.0,0.039459824925827,0.0197299124629135,0.039459824925827,0.039459824925827,Dy1 Zn1
Er,Er2 Zn17,19,17.0,17.0,0.2633176129134945,0.013858821732289183,0.015489271347852617,0.015489271347852617,Er2 Zn17
Er,Er1 Zn12,13,12.0,12.0,0.16945336246881348,0.013034874036062575,0.01412111353906779,0.01412111353906779,Er1 Zn12
Er,Er2 Zn4,6,4.0,4.0,0.09701335518433402,0.016168892530722335,0.024253338796083504,0.024253338796083504,Er2 Zn4
Er,Er4 Zn12,16,12.0,12.0,0.24778407305902497,0.01548650456618906,0.02064867275491875,0.02064867275491875,Er4 Zn12
Er,Er1 Zn1,2,1.0,1.0,0.041748913893287554,0.020874456946643777,0.041748913893287554,0.041748913893287554,Er1 Zn1
Eu,Eu2 Zn22,24,22.0,22.0,0.3081708230319295,0.012840450959663728,0.014007764683269523,0.014007764683269523,Eu2 Zn22
Eu,Eu2 Zn4,6,4.0,4.0,0.09926474217688946,0.016544123696148244,0.024816185544222366,0.024816185544222366,Eu2 Zn4
Eu,Eu1 Zn5,6,5.0,5.0,0.06281021267317219,0.010468368778862031,0.012562042534634438,0.012562042534634438,Eu1 Zn5
Eu,Eu1 Zn1,2,1.0,1.0,0.03668080097300075,0.018340400486500374,0.03668080097300075,0.03668080097300075,Eu1 Zn1
Gd,Gd2 Zn17,19,17.0,17.0,0.1638276429349445,0.008622507522891816,0.009636920172643795,0.009636920172643795,Gd2 Zn17
Gd,Gd2 Zn4,6,4.0,4.0,0.057089477592607046,0.009514912932101174,0.014272369398151762,0.014272369398151762,Gd2 Zn4
Gd,Gd1 Zn1,2,1.0,1.0,0.0274097100840369,0.01370485504201845,0.0274097100840369,0.0274097100840369,Gd1 Zn1
Hf,Hf2 Zn1,3,1.0,1.0,0.0438968091050061,0.0146322697016687,0.0438968091050061,0.0438968091050061,Hf2 Zn1
Hf,Hf2 Zn4,6,4.0,4.0,0.0814210446933547,0.013570174115559117,0.020355261173338676,0.020355261173338676,Hf2 Zn4
Ho,Ho26 Zn116,142,116.0,116.0,1.289725577578355,0.009082574489988416,0.011118323944640992,0.011118323944640992,Ho26 Zn116
Ho,Ho2 Zn17,19,17.0,17.0,0.2633232659252085,0.0138591192592215,0.01548960387795344,0.01548960387795344,Ho2 Zn17
Ho,Ho1 Zn12,13,12.0,12.0,0.16843361319662598,0.012956431784355845,0.014036134433052164,0.014036134433052164,Ho1 Zn12
Ho,Ho2 Zn4,6,4.0,4.0,0.0810206448731653,0.013503440812194218,0.020255161218291327,0.020255161218291327,Ho2 Zn4
Ho,Ho4 Zn12,16,12.0,12.0,0.23836054376647048,0.014897533985404405,0.019863378647205873,0.019863378647205873,Ho4 Zn12
Ho,Ho1 Zn1,2,1.0,1.0,0.03787779089732605,0.018938895448663024,0.03787779089732605,0.03787779089732605,Ho1 Zn1
K,K2 Zn26,28,26.0,26.0,0.2137665513697285,0.007634519691776018,0.00822179043729725,0.00822179043729725,K2 Zn26
La,La2 Zn17,19,17.0,17.0,0.255115373358197,0.013427124913589316,0.015006786668129235,0.015006786668129235,La2 Zn17
La,La6 Zn44,50,44.0,44.0,0.6902473828743745,0.01380494765748749,0.015687440519872146,0.015687440519872146,La6 Zn44
La,La2 Zn22,24,22.0,22.0,0.3043275853630945,0.012680316056795605,0.013833072061958841,0.013833072061958841,La2 Zn22
La,La2 Zn26,28,26.0,26.0,0.35260916400985154,0.012593184428923269,0.01356189092345583,0.01356189092345583,La2 Zn26
La,La2 Zn4,6,4.0,4.0,0.0903554616971482,0.015059243616191367,0.02258886542428705,0.02258886542428705,La2 Zn4
La,La2 Zn8,10,8.0,8.0,0.1339190865524662,0.01339190865524662,0.016739885819058276,0.016739885819058276,La2 Zn8
La,La1 Zn1,2,1.0,1.0,0.034602693820856095,0.017301346910428048,0.034602693820856095,0.034602693820856095,La1 Zn1
Li,Li2 Zn2,4,2.0,2.0,0.05004179919213696,0.01251044979803424,0.02502089959606848,0.02502089959606848,Li2 Zn2
Lu,Lu2 Zn17,19,17.0,17.0,0.18105409566827402,0.009529162929909159,0.010650240921663178,0.010650240921663178,Lu2 Zn17
Lu,Lu1 Zn12,13,12.0,12.0,0.160459886863021,0.012343068220232385,0.013371657238585084,0.013371657238585084,Lu1 Zn12
Lu,Lu2 Zn4,6,4.0,4.0,0.08271807333663408,0.01378634555610568,0.02067951833415852,0.02067951833415852,Lu2 Zn4
Lu,Lu4 Zn12,16,12.0,12.0,0.21986563910200851,0.013741602443875532,0.018322136591834043,0.018322136591834043,Lu4 Zn12
Lu,Lu1 Zn1,2,1.0,1.0,0.035015461391284045,0.017507730695642022,0.035015461391284045,0.035015461391284045,Lu1 Zn1
Mg,Mg42 Zn50,92,50.0,50.0,1.130416575220461,0.012287136687178924,0.022608331504409218,0.022608331504409218,Mg42 Zn50
Mg,Mg6 Zn33,39,33.0,33.0,0.41977947003898297,0.010763576154845717,0.012720590001181302,0.012720590001181302,Mg6 Zn33
Mg,Mg20 Zn35,55,35.0,35.0,0.6481845511799036,0.01178517365781643,0.018519558605140103,0.018519558605140103,Mg20 Zn35
Mg,Mg4 Zn8,12,8.0,8.0,0.14091754738195267,0.011743128948496056,0.017614693422744084,0.017614693422744084,Mg4 Zn8
Mn,Mn1 Zn3,4,3.0,3.0,0.014562407883111052,0.003640601970777763,0.004854135961037017,0.004854135961037017,Mn1 Zn3
Na,Na2 Zn26,28,26.0,26.0,0.31555588132947554,0.011269852904624126,0.01213676466651829,0.01213676466651829,Na2 Zn26
Nb,Nb6 Zn7,13,7.0,7.0,0.2385805895439275,0.018352353041840578,0.03408294136341821,0.03408294136341821,Nb6 Zn7
Nb,Nb2 Zn32,34,32.0,32.0,0.44433195086787997,0.013068586790231764,0.013885373464621249,0.013885373464621249,Nb2 Zn32
Nb,Nb8 Zn16,24,16.0,16.0,0.16787417958664397,0.006994757482776832,0.010492136224165248,0.010492136224165248,Nb8 Zn16
Nb,Nb1 Zn3,4,3.0,3.0,0.0268827260781635,0.006720681519540875,0.008960908692721167,0.008960908692721167,Nb1 Zn3
Nd,Nd2 Zn17,19,17.0,17.0,0.2656825807595925,0.01398329372418908,0.01562838710350544,0.01562838710350544,Nd2 Zn17
Nd,Nd3 Zn11,14,11.0,11.0,0.20869898510964346,0.014907070364974533,0.018972635009967587,0.018972635009967587,Nd3 Zn11
Nd,Nd6 Zn44,50,44.0,44.0,0.45750635093474057,0.00915012701869481,0.010397871612153194,0.010397871612153194,Nd6 Zn44
Nd,Nd2 Zn22,24,22.0,22.0,0.3181073595116195,0.013254473312984147,0.01445942543234634,0.01445942543234634,Nd2 Zn22
Nd,Nd2 Zn4,6,4.0,4.0,0.08139259640856075,0.013565432734760125,0.020348149102140188,0.020348149102140188,Nd2 Zn4
Nd,Nd4 Zn12,16,12.0,12.0,0.2298667562058795,0.01436667226286747,0.019155563017156627,0.019155563017156627,Nd4 Zn12
Nd,Nd1 Zn1,2,1.0,1.0,0.03889729665144005,0.019448648325720026,0.03889729665144005,0.03889729665144005,Nd1 Zn1
Pr,Pr26 Zn116,142,116.0,116.0,2.04241888931258,0.014383231614877324,0.01760705939062569,0.01760705939062569,Pr26 Zn116
Pr,Pr2 Zn17,19,17.0,17.0,0.2673617143195265,0.01407166917471192,0.0157271596658545,0.0157271596658545,Pr2 Zn17
Pr,Pr6 Zn44,50,44.0,44.0,0.4603926938060945,0.00920785387612189,0.010463470313774875,0.010463470313774875,Pr6 Zn44
Pr,Pr2 Zn22,24,22.0,22.0,0.3207845049217215,0.013366021038405063,0.01458111386007825,0.01458111386007825,Pr2 Zn22
Pr,Pr2 Zn4,6,4.0,4.0,0.07723696049103954,0.012872826748506589,0.019309240122759884,0.019309240122759884,Pr2 Zn4
Pr,Pr1 Zn1,2,1.0,1.0,0.033585713347521806,0.016792856673760903,0.033585713347521806,0.033585713347521806,Pr1 Zn1
Pu,Pu2 Zn17,19,17.0,17.0,0.23655255601793954,0.012450134527259975,0.013914856236349384,0.013914856236349384,Pu2 Zn17
Pu,Pu6 Zn44,50,44.0,44.0,0.6480550154702265,0.01296110030940453,0.014728523078868783,0.014728523078868783,Pu6 Zn44
Rb,Rb2 Zn26,28,26.0,26.0,0.189746298254569,0.00677665350909175,0.007297934548252654,0.007297934548252654,Rb2 Zn26
Sc,Sc1 Zn12,13,12.0,12.0,0.15266036117445397,0.011743104705727229,0.012721696764537832,0.012721696764537832,Sc1 Zn12
Sc,Sc4 Zn8,12,8.0,8.0,0.19644382631408047,0.016370318859506707,0.02455547828926006,0.02455547828926006,Sc4 Zn8
Sc,Sc1 Zn1,2,1.0,1.0,0.03164578962442525,0.015822894812212624,0.03164578962442525,0.03164578962442525,Sc1 Zn1
Sm,Sm2 Zn17,19,17.0,17.0,0.266048908695462,0.01400257414186642,0.01564993580561541,0.01564993580561541,Sm2 Zn17
Sm,Sm3 Zn11,14,11.0,11.0,0.20962591042901751,0.014973279316358393,0.019056900948092502,0.019056900948092502,Sm3 Zn11
Sm,Sm6 Zn44,50,44.0,44.0,0.470220824010939,0.00940441648021878,0.010686836909339524,0.010686836909339524,Sm6 Zn44
Sm,Sm1 Zn12,13,12.0,12.0,0.1703365235356625,0.013102809502743269,0.014194710294638542,0.014194710294638542,Sm1 Zn12
Sm,Sm2 Zn4,6,4.0,4.0,0.08920255511731259,0.0148670925195521,0.022300638779328148,0.022300638779328148,Sm2 Zn4
Sm,Sm4 Zn12,16,12.0,12.0,0.23811876001496346,0.014882422500935216,0.019843230001246954,0.019843230001246954,Sm4 Zn12
Sm,Sm1 Zn1,2,1.0,1.0,0.041220047466922496,0.020610023733461248,0.041220047466922496,0.041220047466922496,Sm1 Zn1
Sr,Sr2 Zn26,28,26.0,26.0,0.3390359440743145,0.01210842657408266,0.013039844002858248,0.013039844002858248,Sr2 Zn26
Sr,Sr2 Zn4,6,4.0,4.0,0.0752299320194669,0.012538322003244484,0.018807483004866725,0.018807483004866725,Sr2 Zn4
Sr,Sr4 Zn20,24,20.0,20.0,0.21109207666639299,0.00879550319443304,0.010554603833319649,0.010554603833319649,Sr4 Zn20
Sr,Sr4 Zn4,8,4.0,4.0,0.09903489872376281,0.012379362340470351,0.024758724680940702,0.024758724680940702,Sr4 Zn4
Ta,Ta6 Zn7,13,7.0,7.0,0.16304289158443652,0.012541760891110502,0.023291841654919505,0.023291841654919505,Ta6 Zn7
Ta,Ta8 Zn16,24,16.0,16.0,0.3371229972795885,0.014046791553316187,0.02107018732997428,0.02107018732997428,Ta8 Zn16
Tb,Tb2 Zn17,19,17.0,17.0,0.2672423957140405,0.014065389248107395,0.015720140924355325,0.015720140924355325,Tb2 Zn17
Tb,Tb3 Zn11,14,11.0,11.0,0.195414074435255,0.013958148173946786,0.017764915857750453,0.017764915857750453,Tb3 Zn11
Tb,Tb1 Zn12,13,12.0,12.0,0.1709038820439345,0.01314645246491804,0.014241990170327875,0.014241990170327875,Tb1 Zn12
Tb,Tb2 Zn4,6,4.0,4.0,0.09254513838617826,0.015424189731029709,0.023136284596544564,0.023136284596544564,Tb2 Zn4
Tb,Tb4 Zn12,16,12.0,12.0,0.2520154968650735,0.015750968554067095,0.021001291405422794,0.021001291405422794,Tb4 Zn12
Tb,Tb1 Zn1,2,1.0,1.0,0.04188867731223005,0.020944338656115023,0.04188867731223005,0.04188867731223005,Tb1 Zn1
Th,Th2 Zn17,19,17.0,17.0,0.229704065488472,0.012089687657288,0.013512003852263059,0.013512003852263059,Th2 Zn17
Th,Th4 Zn2,6,2.0,2.0,0.08650337614339854,0.014417229357233089,0.04325168807169927,0.04325168807169927,Th4 Zn2
Th,Th1 Zn2,3,2.0,2.0,0.037921351924351296,0.012640450641450432,0.018960675962175648,0.018960675962175648,Th1 Zn2
Th,Th1 Zn4,5,4.0,4.0,0.0597440155462865,0.0119488031092573,0.014936003886571625,0.014936003886571625,Th1 Zn4
Ti,Ti2 Zn1,3,1.0,1.0,0.05967024379922199,0.01989008126640733,0.05967024379922199,0.05967024379922199,Ti2 Zn1
Ti,Ti2 Zn32,34,32.0,32.0,0.401984107238033,0.011823061977589207,0.012562003351188532,0.012562003351188532,Ti2 Zn32
Tm,Tm2 Zn17,19,17.0,17.0,0.2622593596594275,0.013803124192601447,0.015427021156436911,0.015427021156436911,Tm2 Zn17
Tm,Tm1 Zn12,13,12.0,12.0,0.1687587606888105,0.0129814431299085,0.014063230057400873,0.014063230057400873,Tm1 Zn12
Tm,Tm2 Zn4,6,4.0,4.0,0.09644832692222761,0.0160747211537046,0.024112081730556904,0.024112081730556904,Tm2 Zn4
Tm,Tm4 Zn12,16,12.0,12.0,0.24573605286854897,0.01535850330428431,0.020478004405712413,0.020478004405712413,Tm4 Zn12
Tm,Tm1 Zn1,2,1.0,1.0,0.04136978947913585,0.020684894739567927,0.04136978947913585,0.04136978947913585,Tm1 Zn1
U,U12 Zn102,114,102.0,102.0,1.5063870987942112,0.013213921919247466,0.014768500968570698,0.014768500968570698,U12 Zn102
V,V4 Zn5,9,5.0,5.0,0.06308959963639799,0.007009955515155332,0.012617919927279597,0.012617919927279597,V4 Zn5
V,V1 Zn3,4,3.0,3.0,0.05424038425947125,0.013560096064867813,0.018080128086490416,0.018080128086490416,V1 Zn3
Y,Y2 Zn17,19,17.0,17.0,0.24309153988671753,0.012794291572985133,0.014299502346277502,0.014299502346277502,Y2 Zn17
Y,Y3 Zn11,14,11.0,11.0,0.19327598565326098,0.0138054275466615,0.017570544150296453,0.017570544150296453,Y3 Zn11
Yb,Yb2 Zn4,6,4.0,4.0,0.06333623640954976,0.010556039401591626,0.01583405910238744,0.01583405910238744,Yb2 Zn4
Y,Y1 Zn12,13,12.0,12.0,0.15791804732082798,0.012147542101602153,0.013159837276735665,0.013159837276735665,Y1 Zn12
Y,Y4 Zn12,16,12.0,12.0,0.22867673629893748,0.014292296018683592,0.019056394691578122,0.019056394691578122,Y4 Zn12
Y,Y1 Zn5,6,5.0,5.0,0.0802736319297549,0.01337893865495915,0.016054726385950978,0.016054726385950978,Y1 Zn5
Y,Y1 Zn1,2,1.0,1.0,0.033403074785539,0.0167015373927695,0.033403074785539,0.033403074785539,Y1 Zn1
Co,Zn22 Co4,26,22.0,4.0,0.243716251830769,0.009373701993491116,0.011078011446853137,0.06092906295769225,Zn22 Co4
Ir,Zn22 Ir4,26,22.0,4.0,0.3554336421186384,0.013670524696870709,0.016156074641756293,0.0888584105296596,Zn22 Ir4
Ni,Zn22 Ni4,26,22.0,4.0,0.24177689380952253,0.009299111300366251,0.010989858809523752,0.06044422345238063,Zn22 Ni4
Rh,Zn22 Rh4,26,22.0,4.0,0.40704131413082445,0.015655435158877865,0.018501877915037476,0.10176032853270611,Zn22 Rh4
Co,Zn13 Co1,14,13.0,1.0,0.11033895255737601,0.007881353754098286,0.00848761173518277,0.11033895255737601,Zn13 Co1
Fe,Zn13 Fe1,14,13.0,1.0,0.159535971940992,0.011395426567213715,0.012271997841614769,0.159535971940992,Zn13 Fe1
Rh,Zn13 Rh1,14,13.0,1.0,0.1840304581741135,0.013145032726722393,0.014156189090316424,0.1840304581741135,Zn13 Rh1
As,Zn96 As64,160,96.0,64.0,0.5903023928123076,0.0036893899550769224,0.006148983258461537,0.009223474887692306,Zn96 As64
Au,Zn24 Au8,32,24.0,8.0,0.3880189790256295,0.012125593094550921,0.01616745745940123,0.048502372378203686,Zn24 Au8
N,Zn24 N16,40,24.0,16.0,0.16390941035085752,0.004097735258771438,0.006829558764619063,0.010244338146928595,Zn24 N16
P,Zn24 P16,40,24.0,16.0,0.16755743121164102,0.004188935780291026,0.006981559633818375,0.010472339450727564,Zn24 P16
Ru,Zn6 Ru2,8,6.0,2.0,0.06267257100796114,0.007834071375995143,0.010445428501326856,0.03133628550398057,Zn6 Ru2
Pt,Zn49 Pt29,78,49.0,29.0,1.0237089572538385,0.013124473810946648,0.020892019535792623,0.035300308870822014,Zn49 Pt29
Mo,Zn6 Mo1,7,6.0,1.0,0.03557655602035175,0.005082365145764536,0.005929426003391958,0.03557655602035175,Zn6 Mo1
Ru,Zn216 Ru36,252,216.0,36.0,1.4745678249207248,0.005851459622701289,0.006826702893151504,0.04096021735890902,Zn216 Ru36
Cu,Zn16 Cu10,26,16.0,10.0,0.20481843309049202,0.007877632041942001,0.012801152068155752,0.020481843309049202,Zn16 Cu10
As,Zn8 As16,24,8.0,16.0,0.058066933275971004,0.0024194555531654584,0.0072583666594963755,0.0036291833297481878,Zn8 As16
Au,Zn8 Au24,32,8.0,24.0,0.34002859814321296,0.010625893691975405,0.04250357476790162,0.014167858255967206,Zn8 Au24
Au,Zn1 Au1,2,1.0,1.0,0.02125322622213305,0.010626613111066526,0.02125322622213305,0.02125322622213305,Zn1 Au1
Br,Zn16 Br32,48,16.0,32.0,0.048070999678557005,0.0010014791599699377,0.003004437479909813,0.0015022187399549064,Zn16 Br32
Cl,Zn2 Cl4,6,2.0,4.0,0.005070253176825499,0.0008450421961375831,0.0025351265884127495,0.0012675632942063747,Zn2 Cl4
Cu,Zn1 Cu1,2,1.0,1.0,0.015999136605101598,0.007999568302550799,0.015999136605101598,0.015999136605101598,Zn1 Cu1
F,Zn2 F4,6,2.0,4.0,0.0081074634318673,0.0013512439053112166,0.00405373171593365,0.002026865857966825,Zn2 F4
I,Zn16 I32,48,16.0,32.0,0.054838776507594986,0.0011424745105748956,0.0034274235317246866,0.0017137117658623433,Zn16 I32
Ni,Zn2 Ni2,4,2.0,2.0,0.056674524735169096,0.014168631183792274,0.028337262367584548,0.028337262367584548,Zn2 Ni2
O,Zn2 O2,4,2.0,2.0,0.0109980189280489,0.002749504732012225,0.00549900946402445,0.00549900946402445,Zn2 O2
P,Zn8 P16,24,8.0,16.0,0.046773954834086,0.0019489147847535835,0.00584674435426075,0.002923372177130375,Zn8 P16
Pd,Zn4 Pd8,12,4.0,8.0,0.099129479471098,0.008260789955924833,0.0247823698677745,0.01239118493388725,Zn4 Pd8
Pd,Zn2 Pd2,4,2.0,2.0,0.09650916915832455,0.02412729228958114,0.04825458457916228,0.04825458457916228,Zn2 Pd2
Pt,Zn1 Pt3,4,1.0,3.0,0.051064182948249597,0.012766045737062399,0.051064182948249597,0.0170213943160832,Zn1 Pt3
Pt,Zn2 Pt2,4,2.0,2.0,0.038064765622299906,0.009516191405574977,0.019032382811149953,0.019032382811149953,Zn2 Pt2
Rh,Zn1 Rh1,2,1.0,1.0,0.052027894153707246,0.026013947076853623,0.052027894153707246,0.052027894153707246,Zn1 Rh1
Sb,Zn8 Sb8,16,8.0,8.0,0.06874427866115371,0.004296517416322107,0.008593034832644213,0.008593034832644213,Zn8 Sb8
Se,Zn4 Se8,12,4.0,8.0,0.038231568400077,0.00318596403333975,0.00955789210001925,0.004778946050009625,Zn4 Se8
Se,Zn1 Se1,2,1.0,1.0,0.005428853472775716,0.002714426736387858,0.005428853472775716,0.005428853472775716,Zn1 Se1
S,Zn28 S28,56,28.0,28.0,0.14907969227990098,0.002662137362141089,0.005324274724282178,0.005324274724282178,Zn28 S28
Te,Zn3 Te3,6,3.0,3.0,0.0162872280400326,0.0027145380066721,0.0054290760133442,0.0054290760133442,Zn3 Te3
Zr,Zr2 Zn4,6,4.0,4.0,0.09312725162121145,0.015521208603535242,0.023281812905302863,0.023281812905302863,Zr2 Zn4
Zr,Zr1 Zn1,2,1.0,1.0,0.0357534334013746,0.0178767167006873,0.0357534334013746,0.0357534334013746,Zr1 Zn1
